,No_discs,Shannon,Distance,Nb
757,9,10.327851949499822,0.4145761017654432,82163
758,9,10.318047253832136,0.41418598529964074,82114
759,9,10.330267641201777,0.4119054376029293,82188
760,9,10.334640499094238,0.41395912585263667,82176
761,9,10.323615509852209,0.4144389329108723,82154
762,9,10.32306224070797,0.4144451820048837,82028
763,9,10.320284112909007,0.41454861982741553,82274
764,9,10.333771839441832,0.41352453267053835,82261
765,9,10.323989259362019,0.4145577040102154,82097
766,9,10.32730235257269,0.4131919324450829,82100
767,9,10.318021447252198,0.41424617621927784,82075
768,9,10.326820541817263,0.4157026264172613,82123
769,9,10.331243746177579,0.4132303624954536,82241
770,9,10.322548701665918,0.4144404793866046,82026
771,9,10.337054322622397,0.4135661428506823,82091
772,9,10.328312840507607,0.4139105154548198,82146
773,9,10.326080348154354,0.41587477279745805,82271
774,9,10.31663606422945,0.41527010006137316,82166
775,9,10.320777962779959,0.41427618295399304,82142
776,9,10.325393134763024,0.4133594611816093,82249
777,9,10.33248529310433,0.41396661897251685,82267
778,9,10.325972709610541,0.4135976900001327,82207
779,9,10.323043466339222,0.41508330205862715,82098
780,9,10.329051508711201,0.4146705089553077,82151
781,9,10.331991877716424,0.41392435048585324,82080
782,9,10.33541878312845,0.4143029244304389,82199
783,9,10.320033011848812,0.41484194837669686,82158
784,9,10.324364580096058,0.41322981083023386,82181
785,9,10.317916218008193,0.41337862390727503,82098
786,9,10.320139082960786,0.41478021081820987,82103
787,9,10.321785418481682,0.41413656574131824,82185
788,9,10.318997065638001,0.4143383991947557,82207
789,9,10.317292386050898,0.4135702621143612,82173
